"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I"
NA,NA,NA,10,"b","0",NA,NA,NA,"7"
NA,NA,NA,10,"c","-999",NA,NA,NA,"7"
NA,NA,NA,10,"d","1",NA,NA,NA,"7"
NA,NA,NA,10,"e","1",NA,NA,NA,"7"
NA,NA,NA,10,"f","1",NA,NA,NA,"7"
NA,NA,NA,10,"g","2",NA,NA,NA,"7"
NA,NA,NA,11,NA,NA,"1000","50000","sek_unit","7"
NA,NA,NA,12,NA,NA,"50000","100000","sek_unit","7"
NA,NA,NA,13,"a","2",NA,NA,NA,"7"
NA,NA,NA,13,"b","1",NA,NA,NA,"7"
NA,NA,NA,13,"c","-999",NA,NA,NA,"7"
NA,NA,NA,13,"d","-999",NA,NA,NA,"7"
NA,NA,NA,13,"e","0",NA,NA,NA,"7"
NA,NA,NA,13,"f","1",NA,NA,NA,"7"
NA,NA,NA,13,"g","2",NA,NA,NA,"7"
NA,NA,NA,14,NA,"2",NA,NA,NA,"7"
NA,NA,NA,15,"a","1",NA,NA,NA,"7"
NA,NA,NA,15,"b","2",NA,NA,NA,"7"
NA,NA,NA,15,"c","4",NA,NA,NA,"7"
NA,NA,NA,15,"d","-999",NA,NA,NA,"7"
NA,NA,NA,15,"e","1",NA,NA,NA,"7"
NA,NA,NA,15,"f","4",NA,NA,NA,"7"
NA,NA,NA,15,"g","4",NA,NA,NA,"7"
NA,NA,"not_specified",16,NA,"1",NA,NA,NA,"7"
NA,NA,"salmon",16,NA,"0",NA,NA,NA,"7"
NA,NA,NA,17,NA,"0",NA,NA,NA,"7"
NA,NA,NA,18,NA,"1",NA,NA,NA,"7"
NA,NA,NA,19,NA,"999",NA,NA,NA,"7"
NA,NA,NA,20,NA,"2",NA,NA,NA,"7"
NA,NA,NA,21,"a","1",NA,NA,NA,"7"
NA,NA,NA,21,"b","4",NA,NA,NA,"7"
NA,NA,NA,21,"c","1",NA,NA,NA,"7"
NA,NA,NA,22,NA,"1",NA,NA,NA,"7"
NA,NA,NA,23,NA,"3",NA,NA,NA,"7"
NA,NA,NA,24,NA,"4",NA,NA,NA,"7"
NA,NA,NA,25,NA,"2",NA,NA,NA,"7"
NA,NA,NA,26,NA,"4",NA,NA,NA,"7"
NA,NA,NA,27,NA,"5",NA,NA,NA,"7"
NA,NA,NA,28,NA,"5",NA,NA,NA,"7"
NA,NA,NA,29,NA,"4",NA,NA,NA,"7"
NA,NA,NA,30,NA,"5",NA,NA,NA,"7"
NA,NA,NA,31,NA,"3",NA,NA,NA,"7"
NA,NA,NA,32,NA,"5",NA,NA,NA,"7"
NA,NA,NA,33,NA,"4.5",NA,NA,NA,"7"
NA,NA,NA,34,NA,"4",NA,NA,NA,"7"
NA,NA,NA,35,NA,"2",NA,NA,NA,"7"
NA,NA,NA,36,NA,NA,NA," 200"," days","7"
NA,NA,NA,37,NA,NA," 1000"," 50000"," sek_day","7"
NA,NA,NA,38,NA,NA," 10000"," 35000"," sek_season","7"
NA,NA,NA,39,NA,NA,"5"," 50"," liter_trip","7"
NA,NA,NA,40,NA,NA,"50","100"," liter_trip","7"
NA,NA,NA,41,NA,NA,"60000"," 100000"," sek_year","7"
NA,NA,NA,42,NA,NA,"20",NA,"hours","7"
NA,NA,NA,43,NA,NA,NA,NA,"not_reported","7"
NA,NA,NA,44,NA,"5",NA,NA,NA,"7"
NA,NA,NA,45,NA,"-999",NA,NA,NA,"7"
