"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I","text","score_obs","description","event_code","short_description","uncertainty","min","max","value.norm","unc.norm"
NA,NA,NA,10,"a",-999,NA,NA,NA,3,NA,NA,"Heatwave in the winter season","hww","damage",1,0,3,NA,NA
NA,NA,NA,10,"b",0,NA,NA,NA,3,NA,NA,"Heatwave in the summer season","hws","damage",1,0,3,0,0
NA,NA,NA,10,"c",-999,NA,NA,NA,3,NA,NA,"Severe icing (in the winter season)","ici","damage",1,0,3,NA,NA
NA,NA,NA,10,"d",0,NA,NA,NA,3,"0, though nets can get dirty.","0","Algal bloom (in the summer season)","abl","damage",1,0,3,0,0
NA,NA,NA,10,"e",0,NA,NA,NA,3,"0","0","Extreme cloudburst (in the summer season)","erf","damage",1,0,3,0,0
NA,NA,NA,10,"f",2,NA,NA,NA,3,"Could damage or destroy gear/boat, or cause minor damage",NA,"Gale","gal","damage",1,0,3,0.67,0
NA,NA,NA,10,"g",2,NA,NA,NA,3,"Could damage or destroy gear/boat, or cause minor damage",NA,"Storm","sto","damage",1,0,3,0.67,0
NA,NA,NA,13,"a",-999,NA,NA,NA,3,"NA",NA,"Heatwave in the winter season","hww","change_practices",1,0,2,NA,NA
NA,NA,NA,13,"b",2,NA,NA,NA,3,"Yes, set in other places, change a lot. =2. Salmon gear is fixed at paid spots all summer, so they stay.","2","Heatwave in the summer season","hws","change_practices",1,0,2,1,0
NA,NA,NA,13,"c",-999,NA,NA,NA,3,"NA",NA,"Severe icing (in the winter season)","ici","change_practices",1,0,2,NA,NA
NA,NA,NA,13,"d",2,NA,NA,NA,3,"In bays, same as in heatwaves",NA,"Algal bloom (in the summer season)","abl","change_practices",1,0,2,1,0
NA,NA,NA,13,"e",0,NA,NA,NA,3,"0","0","Extreme cloudburst (in the summer season)","erf","change_practices",1,0,2,0,0
NA,NA,NA,13,"f",2,NA,NA,NA,3,"2. Move to less windy spots. For herring it’s harder, so maybe stay home.","2","Gale","gal","change_practices",1,0,2,1,0
NA,NA,NA,13,"g",-998,NA,NA,NA,3,"Don’t go out at all, follow forecasts. Our boat is 12 m, so never in storms",NA,"Storm","sto","change_practices",1,0,2,NA,NA
NA,NA,NA,15,"a",-999,NA,NA,NA,3,NA,NA,"Heatwave in the winter season","hww","avoidance",1,1,5,NA,NA
NA,NA,NA,15,"b",5,NA,NA,NA,3,"Works – go further out (usually warmest inshore). =5. ","5","Heatwave in the summer season","hws","avoidance",1,1,5,1,0
NA,NA,NA,15,"c",-999,NA,NA,NA,3,"NA",NA,"Severe icing (in the winter season)","ici","avoidance",1,1,5,NA,NA
NA,NA,NA,15,"d",2,NA,NA,NA,3,"If heat lasts long, algal bloom spreads and worsens fishing. =2.","2","Algal bloom (in the summer season)","abl","avoidance",1,1,5,0.25,0
NA,NA,NA,15,"e",4,NA,NA,NA,3,"Yes, possible.",NA,"Extreme cloudburst (in the summer season)","erf","avoidance",1,1,5,0.75,0
NA,NA,NA,15,"f",4,NA,NA,NA,3,"Yes, but usually means staying home ",NA,"Gale","gal","avoidance",1,1,5,0.75,0
NA,NA,NA,15,"g",2,NA,NA,NA,3,"Storms are hard to avoid.",NA,"Storm","sto","avoidance",1,1,5,0.25,0
NA,NA,NA,21,"a",1,NA,NA,NA,3,"1, not stressed about that.","1","Heatwave in the winter season","hww","stress",1,1,5,0,0
NA,NA,NA,21,"b",5,NA,NA,NA,3,"Yes – after summer storms worried salmon traps may blow away. =5.","5","Heatwave in the summer season","hws","stress",1,1,5,1,0
NA,NA,NA,21,"c",3,NA,NA,NA,3,"Can happen if winds last days, then quality is lost, fish becomes worthless. Usually not stormy that long. =3.","3","Severe icing (in the winter season)","ici","stress",1,1,5,0.5,0
NA,NA,NA,0,NA,NA,NA,NA,NA,3,"coastal",NA,NA,NA,"fishing_style",NA,NA,NA,NA,NA
NA,NA,NA,11,NA,NA,"1","50000","sek_year",3,"50,000 SEK/year for nets that break, or propellers when blown  onto land/rocks",NA,NA,NA,"minor_damage_cost",1,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,"50000","2e+05","sek",3,"Rare for boats – then we wouldn’t be out. But a salmon trap can be destroyed in a summer storm, costing 200,000 SEK",NA,NA,NA,"major_damage_cost",1,NA,NA,NA,NA
NA,NA,NA,16,NA,999,NA,NA,NA,3,"Yes, can move around for herring, whitefish, perch. Only salmon gear is fixed. Our operations use active gear, so we can relocate, but only short distances – catch must be landed quickly. (Older generations even traveled to Trosa/Grisslehamn.)",NA,NA,NA,"gear characteristics",1,0,2,NA,NA
NA,NA,NA,17,NA,0,NA,NA,NA,3,"No – no infrastructure elsewhere, must return home. =0.","0",NA,NA,"infrastructure",1,0,2,0,0
NA,NA,NA,18,NA,1,NA,NA,NA,3,"Not well informed. Probably possible in Gävle Bay (we have exemptions locally). =1.","1",NA,NA,"management_space",1,0,2,0.5,0
NA,NA,NA,19,NA,0,NA,NA,NA,3,"0. Few commercial species here, license not species-specific ","0",NA,NA,"management_species",1,0,2,0,0
NA,NA,NA,23,NA,5,NA,NA,NA,3,"Yes – we already do many other things. Impossible to live solely off fishing on the Norrland coast. Must diversify, requires entrepreneurship. =5","5",NA,NA,"job_mobility",5,1,5,1,1
NA,NA,NA,24,NA,5,NA,NA,NA,3,"Always striving to improve, never want to stop developing. Every time we smoke fish, want it better. Always want renewal. =5","5",NA,NA,"entrepeneurship",5,1,5,1,1
NA,NA,NA,25,NA,1,NA,NA,NA,3,"1. Not a thriving industry. We’ve thought about new boats for better work environment, but economically impossible with so little fish","1",NA,NA,"credit",5,1,5,0,1
NA,NA,NA,27,NA,5,NA,NA,NA,3,"Very important. We want it to live on. Almost dying out, barely any succession in families. In Gävle municipality soon only us left. =5. That’s why I started – to continue and develop what earlier generations built. History carries weight.","5",NA,NA,"knowledge_transmission",1,1,5,1,0
NA,NA,NA,28,NA,5,NA,NA,NA,3,"Very important, =5. We’re the largest employer here. In July we had 50 on payroll. Coastal fishing benefits many. Attracts 40–50,000 tourists annually. They fuel up, shop at local stores. Huge significance for the whole community.","5",NA,NA,"benefit_local_community",1,1,5,1,0
NA,NA,NA,29,NA,5,NA,NA,NA,3,"5. Doesn’t have to be me, but important that I’m the youngest investing – inspires cousins to invest too. Many long-time fishers easily deliver fish to Bergmans.","5",NA,NA,"benefit_personal_community",1,1,5,1,0
NA,NA,NA,30,NA,5,NA,NA,NA,3,"5. Very important for Swedish food production.","5",NA,NA,"traditional_food",1,1,5,1,0
NA,NA,NA,32,NA,5,NA,NA,NA,3,"5","5",NA,NA,"outdoor_benefit",2,1,5,1,0.25
NA,NA,NA,33,NA,5,NA,NA,NA,3,"5. Now it’s my whole identity (used to play hockey, now entrepreneurship in fishing defines me).","5",NA,NA,"identity",2,1,5,1,0.25
NA,NA,NA,34,NA,5,NA,NA,NA,3,"Very important – many specific places with memories. As important as self-image. =5","5",NA,NA,"sense_of_home",2,1,5,1,0.25
NA,NA,NA,36,NA,NA,"120","150","days",3,"Varies, 120–150 days of net fishing.",NA,NA,NA,"fdays",2,NA,NA,NA,NA
NA,NA,NA,37,NA,NA,"10000","15000","sek_day",3,"Hard to say. Some days 10–15,000 SEK, other days 0 if seals eat everything",NA,NA,NA,"income",2,NA,NA,NA,NA
NA,NA,NA,38,NA,NA,"150000","2e+05","sek_season",3,"About 200,000 SEK. 100–150,000 in damages. A lot of time spent on repairs, much voluntary work, patching holes in winter",NA,NA,NA,"season_maint",2,NA,NA,NA,NA
NA,NA,NA,39,NA,NA,"1500","2500","sek_day",3,"Several thousand SEK. Longest trips 2–3 hours out: 3,000–5,000 SEK/day. Short trips about half. Sometimes just outside the restaurant here",NA,NA,NA,"fuel_trip",2,NA,NA,NA,NA
NA,NA,NA,40,NA,NA,"3000","5000","sek_day",3,"See previous",NA,NA,NA,"extra_fuel",2,NA,NA,NA,NA
NA,NA,NA,41,NA,NA,"0","200","sek_hour",3,"Rare – usually only if a lot of fish. Then about 200 SEK/hour, unless pensioners help voluntarily.",NA,NA,NA,"extra_crew",2,NA,NA,NA,NA
NA,NA,NA,42,NA,NA,"20","30","hours_event",3,"20–30 hours. Salmon traps: ~20 h each to clean at season end, sometimes more. Warm July brings more growth. In 2018 it was so warm that when we hauled a trap, with so much fouling, we nearly sank when a waterspout hit",NA,NA,NA,"extra_cleaning_cost",2,NA,NA,NA,NA
NA,NA,NA,43,NA,NA,NA,NA,"not_reported",3,"Mostly covered – repairs, gear blown ashore.",NA,NA,NA,"exytra_other",NA,NA,NA,NA,NA
NA,NA,NA,45,NA,-999,NA,NA,NA,3,"No, I think everything’s covered. Biggest problems are seals and industrial fishing. With so few fish, seals get aggressive",NA,NA,NA,"addition",NA,NA,NA,NA,NA
NA,NA,NA,46,NA,1,NA,NA,NA,3,"you work week by week. If you lose one day during the week, the entire sales for that week can be ruined. Can lead to a loss of about 150,000 SEK in income. If it is extreme weather for them, it is also the case for other fishermen from whom they might buy  fish from.","1",NA,NA,"substitution_capacity",1,1,5,0,0
NA,NA,NA,2,"a",4,NA,NA,NA,4,"Quite likely, if the water is open we’ll go out, 4","4","Heatwave in the winter season","hww","go_fishing",2,1,5,0.75,0.25
NA,NA,NA,2,"b",2,NA,NA,NA,4,"2. Depends on how it affects winds and algal blooms; this year we had huge problems with algal blooms (1 month).","2","Heatwave in the summer season","hws","go_fishing",2,1,5,0.25,0.25
NA,NA,NA,2,"c",-999,NA,NA,NA,4,"No problem for us, too far south.",NA,"Severe icing (in the winter season)","ici","go_fishing",2,1,5,NA,NA
NA,NA,NA,2,"d",1,NA,NA,NA,4,"1","1","Algal bloom (in the summer season)","abl","go_fishing",2,1,5,0,0.25
NA,NA,NA,2,"e",1,NA,NA,NA,4,"We can get to the boathouse, but from there out onto the lake it’s more difficult; 1, if we don’t have gear in the water. But we check the weather forecast very carefully before putting in the gear.","1","Extreme cloudburst (in the summer season)","erf","go_fishing",2,1,5,0,0.25
NA,NA,NA,2,"f",1,NA,NA,NA,4,"1","1","Gale","gal","go_fishing",2,1,5,0,0.25
NA,NA,NA,2,"g",1,NA,NA,NA,4,"1","1","Storm","sto","go_fishing",2,1,5,0,0.25
NA,NA,"not_specified",3,"a",2,NA,NA,NA,4,NA,NA,"Heatwave in the winter season","hww","catchability",2,1,5,0.25,0.25
NA,NA,"perch",3,"a",NA,NA,NA,NA,4,NA,NA,"Heatwave in the winter season","hww","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"b",3,NA,NA,NA,4,"Yes, in the past when perch existed, they liked warmth, but now there are no perch, so the effect is not so big on the species we fish for ",NA,"Heatwave in the summer season","hws","catchability",2,1,5,0.5,0.25
NA,NA,"perch",3,"b",4,NA,NA,NA,4,"Yes, in the past when perch existed, they liked warmth, but now there are no perch, so the effect is not so big on the species we fish for ",NA,"Heatwave in the summer season","hws","catchability",2,1,5,0.75,0.25
NA,NA,"not_specified",3,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"c",NA,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"d",1,NA,NA,NA,4,"It’s devastating, depressing to live around this algal soup, grandchildren can’t swim, it’s an imbalance in the Baltic Sea ecosystem, a sad new phenomenon. We try to deal with it when it drifts ashore. It becomes a white coating on the bottom when it sinks. We’re worried about algal toxins (cows can break them down somewhat, but single-stomached animals can’t; affects the liver). 1.","1","Algal bloom (in the summer season)","abl","catchability",2,1,5,0,0.25
NA,NA,"perch",3,"d",NA,NA,NA,NA,4,"It’s devastating, depressing to live around this algal soup, grandchildren can’t swim, it’s an imbalance in the Baltic Sea ecosystem, a sad new phenomenon. We try to deal with it when it drifts ashore. It becomes a white coating on the bottom when it sinks. We’re worried about algal toxins (cows can break them down somewhat, but single-stomached animals can’t; affects the liver). 1.","1","Algal bloom (in the summer season)","abl","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"e",3,NA,NA,NA,4,"No, 3","3","Extreme cloudburst (in the summer season)","erf","catchability",2,1,5,0.5,0.25
NA,NA,"perch",3,"e",NA,NA,NA,NA,4,"No, 3","3","Extreme cloudburst (in the summer season)","erf","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"f",2,NA,NA,NA,4,"A little worried about strong winds since we don’t have big boats.",NA,"Gale","gal","catchability",2,1,5,0.25,0.25
NA,NA,"perch",3,"f",NA,NA,NA,NA,4,"A little worried about strong winds since we don’t have big boats.",NA,"Gale","gal","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"g",2,NA,NA,NA,4,"Same with storms. ",NA,"Storm","sto","catchability",2,1,5,0.25,0.25
NA,NA,"perch",3,"g",NA,NA,NA,NA,4,"Same with storms. ",NA,"Storm","sto","catchability",2,1,5,NA,NA
NA,NA,NA,4,"a",-998,NA,NA,NA,4,"Can’t answer.",NA,"Heatwave in the winter season","hww","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"b",-998,NA,NA,NA,4,"Can’t answer.",NA,"Heatwave in the summer season","hws","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"d",-998,NA,NA,NA,4,"We don’t really fish much then; would guess the fish flee from the algal bloom, 5 ","5","Algal bloom (in the summer season)","abl","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"e",-998,NA,NA,NA,4,"Can’t answer",NA,"Extreme cloudburst (in the summer season)","erf","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"f",-998,NA,NA,NA,4,"Hard to say, we don’t fish much then",NA,"Gale","gal","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"g",-998,NA,NA,NA,4,"Hard to say, we don’t fish much then",NA,"Storm","sto","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,5,"a",3,NA,NA,NA,4,"Don’t think it affects condition, 3.","3","Heatwave in the winter season","hww","catch_condition",2,1,5,0.5,0.25
NA,NA,NA,5,"b",2,NA,NA,NA,4,"hen the water is warmer, fish flesh becomes looser (especially fattier fish), 2.","2","Heatwave in the summer season","hws","catch_condition",2,1,5,0.25,0.25
NA,NA,NA,5,"c",-999,NA,NA,NA,4,"we don’t fish then",NA,"Severe icing (in the winter season)","ici","catch_condition",2,1,5,NA,NA
NA,NA,NA,5,"d",-998,NA,NA,NA,4,"we don’t fish then",NA,"Algal bloom (in the summer season)","abl","catch_condition",2,1,5,NA,NA
NA,NA,NA,5,"e",-998,NA,NA,NA,4,"we don’t fish then",NA,"Extreme cloudburst (in the summer season)","erf","catch_condition",2,1,5,NA,NA
NA,NA,NA,5,"f",-998,NA,NA,NA,4,"we don’t fish then",NA,"Gale","gal","catch_condition",2,1,5,NA,NA
NA,NA,NA,5,"g",-998,NA,NA,NA,4,"we don’t fish then",NA,"Storm","sto","catch_condition",2,1,5,NA,NA
NA,NA,NA,6,"a",-999,NA,NA,NA,4,NA,NA,"Heatwave in the winter season","hww","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"b",3,NA,NA,NA,4,"If perch turn yellow and bad from the heat, we can do a day-set (not overnight). Have also set nets around a shoal and driven fish inside, which improved quality. We don’t have ice machines, so we can influence it a little",NA,"Heatwave in the summer season","hws","cope_condition",2,1,5,0.5,0.25
NA,NA,NA,6,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"d",-999,NA,NA,NA,4,NA,NA,"Algal bloom (in the summer season)","abl","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"e",-999,NA,NA,NA,4,NA,NA,"Extreme cloudburst (in the summer season)","erf","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"f",-999,NA,NA,NA,4,NA,NA,"Gale","gal","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"g",-999,NA,NA,NA,4,NA,NA,"Storm","sto","cope_condition",2,1,5,NA,NA
NA,NA,NA,7,"a",-999,NA,NA,NA,4,NA,NA,"Heatwave in the winter season","hww","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"b",-999,NA,NA,NA,4,NA,NA,"Heatwave in the summer season","hws","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"d",5,NA,NA,NA,4,NA,NA,"Algal bloom (in the summer season)","abl","lag_effect",2,1,5,1,0.25
NA,NA,NA,7,"e",-999,NA,NA,NA,4,NA,NA,"Extreme cloudburst (in the summer season)","erf","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"f",5,NA,NA,NA,4,NA,NA,"Gale","gal","lag_effect",2,1,5,1,0.25
NA,NA,NA,7,"g",5,NA,NA,NA,4,NA,NA,"Storm","sto","lag_effect",2,1,5,1,0.25
NA,NA,NA,9,"a",0,NA,NA,NA,4,"no worry",NA,"Heatwave in the winter season","hww","personal_safety",1,0,2,0,0
NA,NA,NA,9,"b",0,NA,NA,NA,4,"no worry",NA,"Heatwave in the summer season","hws","personal_safety",1,0,2,0,0
NA,NA,NA,9,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","personal_safety",1,0,2,NA,NA
NA,NA,NA,9,"d",0,NA,NA,NA,4,"avoid eating fish caught during bloom",NA,"Algal bloom (in the summer season)","abl","personal_safety",1,0,2,0,0
NA,NA,NA,9,"e",0,NA,NA,NA,4,"no worry, just wear the right clothes",NA,"Extreme cloudburst (in the summer season)","erf","personal_safety",1,0,2,0,0
NA,NA,NA,9,"f",1,NA,NA,NA,4,"slipping, breaking a leg from the rocking",NA,"Gale","gal","personal_safety",1,0,2,0.5,0
NA,NA,NA,9,"g",1,NA,NA,NA,4,"slipping, breaking a leg from the rocking ",NA,"Storm","sto","personal_safety",1,0,2,0.5,0
NA,NA,NA,10,"a",0,NA,NA,NA,4,"0","0","Heatwave in the winter season","hww","damage",1,0,3,0,0
NA,NA,NA,10,"b",1,NA,NA,NA,4,"with low water (running aground), 1","1","Heatwave in the summer season","hws","damage",1,0,3,0.33,0
NA,NA,NA,10,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","damage",1,0,3,NA,NA
NA,NA,NA,10,"d",0,NA,NA,NA,4,"0","0","Algal bloom (in the summer season)","abl","damage",1,0,3,0,0
NA,NA,NA,10,"e",0,NA,NA,NA,4,"0","0","Extreme cloudburst (in the summer season)","erf","damage",1,0,3,0,0
NA,NA,NA,10,"f",1,NA,NA,NA,4,"Gear can drag and be damaged, very rare; boat damage when docking can be critical, minor repairs, 1.","1","Gale","gal","damage",1,0,3,0.33,0
NA,NA,NA,10,"g",1,NA,NA,NA,4,"Gear can drag and be damaged, very rare; boat damage when docking can be critical, minor repairs, 1. ","1","Storm","sto","damage",1,0,3,0.33,0
NA,NA,NA,13,"a",0,NA,NA,NA,4,"0","0","Heatwave in the winter season","hww","change_practices",1,0,2,0,0
NA,NA,NA,13,"b",1,NA,NA,NA,4,"0 Only with algal bloom. If we want whitefish in summer during heatwave, they move deeper (15 m), =1. Move a few hundred meters","1","Heatwave in the summer season","hws","change_practices",1,0,2,0.5,0
NA,NA,NA,13,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","change_practices",1,0,2,NA,NA
NA,NA,NA,13,"d",2,NA,NA,NA,4,"2 then we do not go fish","2","Algal bloom (in the summer season)","abl","change_practices",1,0,2,1,0
NA,NA,NA,13,"e",1,NA,NA,NA,4,"Don’t go out to set nets, but we do collect them if already out ",NA,"Extreme cloudburst (in the summer season)","erf","change_practices",1,0,2,0.5,0
NA,NA,NA,13,"f",2,NA,NA,NA,4,"We sometimes set in more sheltered bays less exposed, =2.","2","Gale","gal","change_practices",1,0,2,1,0
NA,NA,NA,13,"g",2,NA,NA,NA,4,"We sometimes set in more sheltered bays less exposed, =2.","2","Storm","sto","change_practices",1,0,2,1,0
NA,NA,NA,15,"a",-999,NA,NA,NA,4,"no need",NA,"Heatwave in the winter season","hww","avoidance",2,1,5,NA,NA
NA,NA,NA,15,"b",1,NA,NA,NA,4,"Drive grandchildren to another bay; no, we don’t change fishing spot, we stop fishing",NA,"Heatwave in the summer season","hws","avoidance",2,1,5,0,0.25
NA,NA,NA,15,"c",-999,NA,NA,NA,4,NA,NA,"Severe icing (in the winter season)","ici","avoidance",2,1,5,NA,NA
NA,NA,NA,15,"d",1,NA,NA,NA,4,"Stop fishing",NA,"Algal bloom (in the summer season)","abl","avoidance",2,1,5,0,0.25
NA,NA,NA,15,"e",1,NA,NA,NA,4,"1, no, we stop completely","1","Extreme cloudburst (in the summer season)","erf","avoidance",2,1,5,0,0.25
NA,NA,NA,15,"f",4,NA,NA,NA,4,"4, switch bays","4","Gale","gal","avoidance",2,1,5,0.75,0.25
NA,NA,NA,15,"g",1,NA,NA,NA,4,"Don’t go fishing",NA,"Storm","sto","avoidance",2,1,5,0,0.25
NA,NA,NA,21,"a",3,NA,NA,NA,4,"not much, but in winter it’s cold, windy, if motors fail then big problem, 3.","3","Heatwave in the winter season","hww","stress",2,1,5,0.5,0.25
NA,NA,NA,21,"b",1,NA,NA,NA,4,"1","1","Heatwave in the summer season","hws","stress",2,1,5,0,0.25
NA,NA,NA,21,"c",1,NA,NA,NA,4,"1","1","Severe icing (in the winter season)","ici","stress",2,1,5,0,0.25
NA,NA,NA,0,NA,NA,NA,NA,NA,4,"archipelago",NA,NA,NA,"fishing_style",NA,NA,NA,NA,NA
NA,NA,NA,11,NA,NA,"200","2500","sek_unit",4,"Propeller replacement is quite heavy, costs 2,500 SEK. Hull repair we fix ourselves, a couple hundred SEK",NA,NA,NA,"minor_damage_cost",1,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,"2500","5000","sek_unit",4,"Engines and boats are insured; we must cover gear ourselves. A few thousand SEK more than the 2,500.",NA,NA,NA,"major_damage_cost",1,NA,NA,NA,NA
NA,NA,NA,16,NA,1,NA,NA,NA,4,"1, somewhat","1",NA,NA,"gear characteristics",2,0,2,0.5,0.25
NA,NA,NA,17,NA,2,NA,NA,NA,4,"Yes, but we don’t, too much hassle. Since we’re not economically dependent, we can skip fishing. =2.","2",NA,NA,"infrastructure",2,0,2,1,0.25
NA,NA,NA,18,NA,0,NA,NA,NA,4,"We have common fishing waters (a cooperative). Fishing lots have become permanent, so I stick to my lot. =0 (within cooperative).","0",NA,NA,"management_space",2,0,2,0,0.25
NA,NA,NA,19,NA,999,NA,NA,NA,4,"Eel fishing ban; voluntary fishing stop Mar 15–May 15 in some spawning bays. We must restore predatory fish stocks. We think fish shelters (we’ve built 10 over 10 years) have limited effect at such low stock levels.",NA,NA,NA,"management_species",2,0,2,NA,NA
NA,NA,NA,23,NA,-999,NA,NA,NA,4,"Not Asked",NA,NA,NA,"job_mobility",2,1,5,NA,NA
NA,NA,NA,24,NA,2,NA,NA,NA,4,"Thinking about whether nets are best; with traps the fish are less affected. Just thoughts so far. =2.","2",NA,NA,"entrepeneurship",2,1,5,0.25,0.25
NA,NA,NA,25,NA,-999,NA,NA,NA,4,"Not Asked",NA,NA,NA,"credit",2,1,5,NA,NA
NA,NA,NA,27,NA,5,NA,NA,NA,4,"5. We’ve lost local competence when people die and take knowledge with them (e.g., neighbor who knew when/where to catch turbot, burbot).","5",NA,NA,"knowledge_transmission",2,1,5,1,0.25
NA,NA,NA,28,NA,1,NA,NA,NA,4,"I can’t sell/deliver fish, only the professional fisher can. More cultural—nice to have fish on the table. =1.","1",NA,NA,"benefit_local_community",2,1,5,0,0.25
NA,NA,NA,29,NA,3,NA,NA,NA,4,"Hard to judge. There have been big changes recently – many have passed away or disappeared, and some younger people have moved in who have the opportunity to fish but haven’t started yet, they’re still renovating. At our fishing meetings people do show up – they’re not uninterested. People are interested in fishing, but to what extent they actually fish or communicate about it varies. It creates a unifying factor among us subsistence fishers who belong to the village association.
Those who own a joint property with fishing rights and waters – and then there are the summer guests, but I have no idea about them.
=3.","3",NA,NA,"benefit_personal_community",2,1,5,0.5,0.25
NA,NA,NA,30,NA,5,NA,NA,NA,4,"Generational gap. We like fried herring, but grandchildren want hamburgers. Son hates flounder (too much growing up). Daughter better. Have to teach them every time how to debone herring. 5. Also for preparedness—resilience groups forming on islands (root cellars, handling power cuts).","3",NA,NA,"traditional_food",2,1,5,1,0.25
NA,NA,NA,32,NA,5,NA,NA,NA,4,"5. During test fishing we had wonderful mornings lifting nets—that’s what you live on.","5",NA,NA,"outdoor_benefit",2,1,5,1,0.25
NA,NA,NA,33,NA,3,NA,NA,NA,4,"Not so much the fishing, but managing it (chair of fishing association). =3.","3",NA,NA,"identity",2,1,5,0.5,0.25
NA,NA,NA,34,NA,3,NA,NA,NA,4,"There are several places we often go. Has some meaning, about 3","3",NA,NA,"sense_of_home",2,1,5,0.5,0.25
NA,NA,NA,36,NA,NA,"10",NA,"days ",4,"Not much lately, maybe 10 days.",NA,NA,NA,"fdays",5,NA,NA,NA,NA
NA,NA,NA,37,NA,NA,NA,NA,"not_reported",4,NA,NA,NA,NA,"income",5,NA,NA,NA,NA
NA,NA,NA,38,NA,NA,NA,"5000","sek_season",4,"5k SEK",NA,NA,NA,"season_maint",5,NA,NA,NA,NA
NA,NA,NA,39,NA,NA,"5000","20000","sek_season",4,"Significant; 20,000 SEK yearly, much for boats, transport to land, island transport. About 5,000 SEK/year.",NA,NA,NA,"fuel_trip",5,NA,NA,NA,NA
NA,NA,NA,40,NA,NA,NA,NA,"not_reported",4,NA,NA,NA,NA,"extra_fuel",5,NA,NA,NA,NA
NA,NA,NA,41,NA,NA,NA,NA,"not_reported",4,NA,NA,NA,NA,"extra_crew",5,NA,NA,NA,NA
NA,NA,NA,42,NA,NA,NA,NA,"not_reported",4,"When cleaning fish, takes a lot of time.",NA,NA,NA,"extra_cleaning_cost",5,NA,NA,NA,NA
NA,NA,NA,43,NA,NA,NA,NA,"not_reported",4,"I think we’ve gone through most of it. Water levels: your report mentions it, and many are concerned about low water levels, which indeed happened; but high water is just as problematic – wading out to the boathouse in waders.",NA,NA,NA,"exytra_other",NA,NA,NA,NA,NA
NA,NA,NA,45,NA,-999,NA,NA,NA,4,"Regarding innovation: we’re interested in all cooperation with experts who can help us restore ecological balance in the Baltic Sea. There is interest moving forward. What I pick up is that we must do something about the algal blooms. Maybe find a way to collect them with boats; there is centrifuge competence in Sweden",NA,NA,NA,"addition",NA,NA,NA,NA,NA
NA,NA,NA,46,NA,5,NA,NA,NA,4,"A lost fishing day does not constitute an impact because the fishing is not of economic importance.","5",NA,NA,"substitution_capacity",1,1,5,1,0
NA,NA,"not_specified",2,"a",1,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,0,1
NA,NA,"zander",2,"a",NA,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,NA,NA
